2025-10-31 07:51:58: Price=$4033.65, Position=No position, Balance=1001.97 USDC
2025-10-31 13:03:51: Price=$3999.15, Position=No position, Balance=1001.97 USDC
2025-10-31 13:04:51: Price=$3999.15, Position=No position, Balance=1001.97 USDC
2025-10-31 13:05:51: Price=$3999.15, Position=No position, Balance=1001.97 USDC
2025-10-31 13:06:53: Price=$3996.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:07:53: Price=$3996.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:08:53: Price=$3996.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:09:54: Price=$3995.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:10:54: Price=$3995.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:11:54: Price=$3995.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:12:56: Price=$3995.35, Position=No position, Balance=1001.97 USDC
2025-10-31 13:13:56: Price=$3995.35, Position=No position, Balance=1001.97 USDC
2025-10-31 13:14:56: Price=$3995.35, Position=No position, Balance=1001.97 USDC
2025-10-31 13:15:58: Price=$3994.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:16:58: Price=$3994.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:17:58: Price=$3994.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:18:59: Price=$3993.45, Position=No position, Balance=1001.97 USDC
2025-10-31 13:19:59: Price=$3993.45, Position=No position, Balance=1001.97 USDC
2025-10-31 13:20:59: Price=$3993.45, Position=No position, Balance=1001.97 USDC
2025-10-31 13:22:01: Price=$3992.15, Position=No position, Balance=1001.97 USDC
2025-10-31 13:23:01: Price=$3992.15, Position=No position, Balance=1001.97 USDC
2025-10-31 13:24:01: Price=$3992.15, Position=No position, Balance=1001.97 USDC
2025-10-31 13:25:02: Price=$3992.75, Position=No position, Balance=1001.97 USDC
2025-10-31 13:26:02: Price=$3992.75, Position=No position, Balance=1001.97 USDC
2025-10-31 13:27:02: Price=$3992.75, Position=No position, Balance=1001.97 USDC
2025-10-31 13:28:04: Price=$3995.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:29:04: Price=$3995.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:30:04: Price=$3995.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:31:05: Price=$4000.05, Position=No position, Balance=1001.97 USDC
2025-10-31 13:32:05: Price=$4000.05, Position=No position, Balance=1001.97 USDC
2025-10-31 13:33:05: Price=$4000.05, Position=No position, Balance=1001.97 USDC
2025-10-31 13:34:07: Price=$3999.75, Position=No position, Balance=1001.97 USDC
2025-10-31 13:35:07: Price=$3999.75, Position=No position, Balance=1001.97 USDC
2025-10-31 13:36:07: Price=$3999.75, Position=No position, Balance=1001.97 USDC
2025-10-31 13:37:09: Price=$3997.80, Position=No position, Balance=1001.97 USDC
2025-10-31 13:38:09: Price=$3997.80, Position=No position, Balance=1001.97 USDC
2025-10-31 13:39:09: Price=$3997.80, Position=No position, Balance=1001.97 USDC
2025-10-31 13:40:10: Price=$3997.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:41:10: Price=$3997.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:42:10: Price=$3997.25, Position=No position, Balance=1001.97 USDC
2025-10-31 13:43:12: Price=$3998.45, Position=No position, Balance=1001.97 USDC
2025-10-31 13:44:12: Price=$3998.45, Position=No position, Balance=1001.97 USDC
2025-10-31 13:45:12: Price=$3998.45, Position=No position, Balance=1001.97 USDC
2025-10-31 13:46:13: Price=$4005.40, Position=No position, Balance=1001.97 USDC
2025-10-31 13:47:13: Price=$4005.40, Position=No position, Balance=1001.97 USDC
2025-10-31 13:48:13: Price=$4005.40, Position=No position, Balance=1001.97 USDC
2025-10-31 13:49:15: Price=$4005.30, Position=No position, Balance=1001.97 USDC
2025-10-31 13:50:15: Price=$4005.30, Position=No position, Balance=1001.97 USDC
2025-10-31 13:51:15: Price=$4005.30, Position=No position, Balance=1001.97 USDC
2025-10-31 13:52:17: Price=$4005.35, Position=No position, Balance=1001.97 USDC
2025-10-31 13:53:17: Price=$4005.35, Position=No position, Balance=1001.97 USDC
2025-10-31 13:54:17: Price=$4005.35, Position=No position, Balance=1001.97 USDC
2025-10-31 13:55:18: Price=$4004.95, Position=No position, Balance=1001.97 USDC
2025-10-31 13:56:18: Price=$4004.95, Position=No position, Balance=1001.97 USDC
2025-10-31 13:57:18: Price=$4004.95, Position=No position, Balance=1001.97 USDC
2025-10-31 13:58:20: Price=$4002.85, Position=No position, Balance=1001.97 USDC
2025-10-31 13:59:20: Price=$4002.85, Position=No position, Balance=1001.97 USDC
2025-10-31 14:00:20: Price=$4002.85, Position=No position, Balance=1001.97 USDC
2025-10-31 14:01:21: Price=$4001.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:02:21: Price=$4001.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:03:21: Price=$4001.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:04:23: Price=$4004.75, Position=No position, Balance=1001.97 USDC
2025-10-31 14:05:23: Price=$4004.75, Position=No position, Balance=1001.97 USDC
2025-10-31 14:06:23: Price=$4004.75, Position=No position, Balance=1001.97 USDC
2025-10-31 14:07:24: Price=$4008.35, Position=No position, Balance=1001.97 USDC
2025-10-31 14:08:24: Price=$4008.35, Position=No position, Balance=1001.97 USDC
2025-10-31 14:09:24: Price=$4008.35, Position=No position, Balance=1001.97 USDC
2025-10-31 14:10:26: Price=$4006.95, Position=No position, Balance=1001.97 USDC
2025-10-31 14:11:26: Price=$4006.95, Position=No position, Balance=1001.97 USDC
2025-10-31 14:12:26: Price=$4006.95, Position=No position, Balance=1001.97 USDC
2025-10-31 14:13:27: Price=$4005.95, Position=No position, Balance=1001.97 USDC
2025-10-31 14:14:27: Price=$4005.95, Position=No position, Balance=1001.97 USDC
2025-10-31 14:15:27: Price=$4005.95, Position=No position, Balance=1001.97 USDC
2025-10-31 14:16:29: Price=$4009.65, Position=No position, Balance=1001.97 USDC
2025-10-31 14:17:29: Price=$4009.65, Position=No position, Balance=1001.97 USDC
2025-10-31 14:18:29: Price=$4009.65, Position=No position, Balance=1001.97 USDC
2025-10-31 14:19:30: Price=$4010.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:20:30: Price=$4010.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:21:30: Price=$4010.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:22:32: Price=$4007.40, Position=No position, Balance=1001.97 USDC
2025-10-31 14:23:32: Price=$4007.40, Position=No position, Balance=1001.97 USDC
2025-10-31 14:24:32: Price=$4007.40, Position=No position, Balance=1001.97 USDC
2025-10-31 14:25:33: Price=$4010.35, Position=No position, Balance=1001.97 USDC
2025-10-31 14:26:33: Price=$4010.35, Position=No position, Balance=1001.97 USDC
2025-10-31 14:27:33: Price=$4010.35, Position=No position, Balance=1001.97 USDC
2025-10-31 14:28:35: Price=$4007.85, Position=No position, Balance=1001.97 USDC
2025-10-31 14:29:35: Price=$4007.85, Position=No position, Balance=1001.97 USDC
2025-10-31 14:30:35: Price=$4007.85, Position=No position, Balance=1001.97 USDC
2025-10-31 14:31:36: Price=$4008.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:32:36: Price=$4008.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:33:36: Price=$4008.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:34:38: Price=$4007.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:35:38: Price=$4007.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:36:38: Price=$4007.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:37:39: Price=$4007.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:38:39: Price=$4007.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:39:39: Price=$4007.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:40:41: Price=$4008.00, Position=No position, Balance=1001.97 USDC
2025-10-31 14:41:41: Price=$4008.00, Position=No position, Balance=1001.97 USDC
2025-10-31 14:42:41: Price=$4008.00, Position=No position, Balance=1001.97 USDC
2025-10-31 14:43:42: Price=$4008.05, Position=No position, Balance=1001.97 USDC
2025-10-31 14:44:42: Price=$4008.05, Position=No position, Balance=1001.97 USDC
2025-10-31 14:45:42: Price=$4008.05, Position=No position, Balance=1001.97 USDC
2025-10-31 14:46:44: Price=$4008.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:47:44: Price=$4008.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:48:44: Price=$4008.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:49:45: Price=$4007.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:50:45: Price=$4007.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:51:45: Price=$4007.25, Position=No position, Balance=1001.97 USDC
2025-10-31 14:52:47: Price=$4007.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:53:47: Price=$4007.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:54:47: Price=$4007.45, Position=No position, Balance=1001.97 USDC
2025-10-31 14:55:49: Price=$4006.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:56:49: Price=$4006.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:57:49: Price=$4006.15, Position=No position, Balance=1001.97 USDC
2025-10-31 14:58:50: Price=$4011.30, Position=No position, Balance=1001.97 USDC
2025-10-31 14:59:50: Price=$4011.30, Position=No position, Balance=1001.97 USDC
2025-10-31 15:00:50: Price=$4011.30, Position=No position, Balance=1001.97 USDC
2025-10-31 15:01:52: Price=$4008.35, Position=No position, Balance=1001.97 USDC
2025-10-31 15:02:52: Price=$4008.35, Position=No position, Balance=1001.97 USDC
2025-10-31 15:03:52: Price=$4008.35, Position=No position, Balance=1001.97 USDC
2025-10-31 15:04:54: Price=$4013.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:05:54: Price=$4013.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:06:54: Price=$4013.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:07:55: Price=$4011.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:08:55: Price=$4011.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:09:55: Price=$4011.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:10:57: Price=$4008.00, Position=No position, Balance=1001.97 USDC
2025-10-31 15:11:57: Price=$4008.00, Position=No position, Balance=1001.97 USDC
2025-10-31 15:12:57: Price=$4008.00, Position=No position, Balance=1001.97 USDC
2025-10-31 15:13:59: Price=$4012.15, Position=No position, Balance=1001.97 USDC
2025-10-31 15:14:59: Price=$4012.15, Position=No position, Balance=1001.97 USDC
2025-10-31 15:15:59: Price=$4012.15, Position=No position, Balance=1001.97 USDC
2025-10-31 15:17:00: Price=$4015.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:18:00: Price=$4015.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:19:00: Price=$4015.75, Position=No position, Balance=1001.97 USDC
2025-10-31 15:20:02: Price=$4017.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:21:02: Price=$4017.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:22:02: Price=$4017.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:23:03: Price=$4020.95, Position=No position, Balance=1001.97 USDC
2025-10-31 15:24:03: Price=$4020.95, Position=No position, Balance=1001.97 USDC
2025-10-31 15:25:03: Price=$4020.95, Position=No position, Balance=1001.97 USDC
2025-10-31 15:26:05: Price=$4020.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:27:05: Price=$4020.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:28:05: Price=$4020.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:29:06: Price=$4021.45, Position=No position, Balance=1001.97 USDC
2025-10-31 15:30:06: Price=$4021.45, Position=No position, Balance=1001.97 USDC
2025-10-31 15:31:06: Price=$4021.45, Position=No position, Balance=1001.97 USDC
2025-10-31 15:32:08: Price=$4022.65, Position=No position, Balance=1001.97 USDC
2025-10-31 15:33:08: Price=$4022.65, Position=No position, Balance=1001.97 USDC
2025-10-31 15:34:08: Price=$4022.65, Position=No position, Balance=1001.97 USDC
2025-10-31 15:35:10: Price=$4020.40, Position=No position, Balance=1001.97 USDC
2025-10-31 15:36:10: Price=$4020.40, Position=No position, Balance=1001.97 USDC
2025-10-31 15:37:10: Price=$4020.40, Position=No position, Balance=1001.97 USDC
2025-10-31 15:38:11: Price=$4019.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:39:11: Price=$4019.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:40:11: Price=$4019.05, Position=No position, Balance=1001.97 USDC
2025-10-31 15:41:13: Price=$4018.85, Position=No position, Balance=1001.97 USDC
2025-10-31 15:42:13: Price=$4018.85, Position=No position, Balance=1001.97 USDC
2025-10-31 15:43:13: Price=$4018.85, Position=No position, Balance=1001.97 USDC
2025-10-31 15:44:14: Price=$4016.70, Position=No position, Balance=1001.97 USDC
2025-10-31 15:45:14: Price=$4016.70, Position=No position, Balance=1001.97 USDC
2025-10-31 15:46:14: Price=$4016.70, Position=No position, Balance=1001.97 USDC
2025-10-31 15:47:16: Price=$4016.20, Position=No position, Balance=1001.97 USDC
2025-10-31 15:48:16: Price=$4016.20, Position=No position, Balance=1001.97 USDC
2025-10-31 15:49:16: Price=$4016.20, Position=No position, Balance=1001.97 USDC
2025-10-31 15:50:17: Price=$4017.85, Position=No position, Balance=1001.97 USDC
2025-10-31 15:51:17: Price=$4017.85, Position=No position, Balance=1001.97 USDC
2025-10-31 15:52:17: Price=$4017.85, Position=No position, Balance=1001.97 USDC
2025-10-31 15:53:19: Price=$4016.60, Position=No position, Balance=1001.97 USDC
2025-10-31 15:54:19: Price=$4016.60, Position=No position, Balance=1001.97 USDC
2025-10-31 15:55:19: Price=$4016.60, Position=No position, Balance=1001.97 USDC
2025-10-31 15:56:20: Price=$4022.25, Position=No position, Balance=1001.97 USDC
2025-10-31 15:57:20: Price=$4022.25, Position=No position, Balance=1001.97 USDC
2025-10-31 15:58:20: Price=$4022.25, Position=No position, Balance=1001.97 USDC
2025-10-31 15:59:22: Price=$4021.90, Position=No position, Balance=1001.97 USDC
2025-10-31 16:00:22: Price=$4021.90, Position=No position, Balance=1001.97 USDC
2025-10-31 16:01:22: Price=$4021.90, Position=No position, Balance=1001.97 USDC
2025-10-31 16:02:24: Price=$4021.40, Position=No position, Balance=1001.97 USDC
2025-10-31 16:03:24: Price=$4021.40, Position=No position, Balance=1001.97 USDC
2025-10-31 16:04:24: Price=$4021.40, Position=No position, Balance=1001.97 USDC
2025-10-31 16:05:25: Price=$4024.10, Position=No position, Balance=1001.97 USDC
2025-10-31 16:06:25: Price=$4024.10, Position=No position, Balance=1001.97 USDC
2025-10-31 16:07:25: Price=$4024.10, Position=No position, Balance=1001.97 USDC
2025-10-31 16:08:27: Price=$4026.95, Position=No position, Balance=1001.97 USDC
2025-10-31 16:09:27: Price=$4026.95, Position=No position, Balance=1001.97 USDC
2025-10-31 16:10:27: Price=$4026.95, Position=No position, Balance=1001.97 USDC
2025-10-31 16:11:28: Price=$4026.75, Position=No position, Balance=1001.97 USDC
2025-10-31 16:12:28: Price=$4026.75, Position=No position, Balance=1001.97 USDC
2025-10-31 16:13:28: Price=$4026.75, Position=No position, Balance=1001.97 USDC
2025-10-31 16:14:30: Price=$4024.55, Position=No position, Balance=1001.97 USDC
2025-10-31 16:15:30: Price=$4024.55, Position=No position, Balance=1001.97 USDC
2025-10-31 16:16:30: Price=$4024.55, Position=No position, Balance=1001.97 USDC
2025-10-31 16:17:31: Price=$4021.05, Position=No position, Balance=1001.97 USDC
2025-10-31 16:18:31: Price=$4021.05, Position=No position, Balance=1001.97 USDC
2025-10-31 16:19:31: Price=$4021.05, Position=No position, Balance=1001.97 USDC
2025-11-05 00:39:04: Price=$3962.35, Position=No position, Balance=1001.97 USDC
2025-11-05 00:40:04: Price=$3962.35, Position=No position, Balance=1001.97 USDC
2025-11-05 00:41:04: Price=$3962.35, Position=No position, Balance=1001.97 USDC
2025-11-05 00:42:06: Price=$3959.75, Position=No position, Balance=1001.97 USDC
2025-11-05 00:43:06: Price=$3959.75, Position=No position, Balance=1001.97 USDC
2025-11-05 00:44:06: Price=$3959.75, Position=No position, Balance=1001.97 USDC
2025-11-05 00:45:07: Price=$3961.40, Position=No position, Balance=1001.97 USDC
2025-11-05 00:46:07: Price=$3961.40, Position=No position, Balance=1001.97 USDC
2025-11-05 00:47:07: Price=$3961.40, Position=No position, Balance=1001.97 USDC
2025-11-05 00:48:09: Price=$3959.80, Position=No position, Balance=1001.97 USDC
2025-11-05 00:49:09: Price=$3959.80, Position=No position, Balance=1001.97 USDC
2025-11-05 00:50:09: Price=$3959.80, Position=No position, Balance=1001.97 USDC
2025-11-05 00:51:10: Price=$3955.75, Position=No position, Balance=1001.97 USDC
2025-11-05 00:52:10: Price=$3955.75, Position=No position, Balance=1001.97 USDC
2025-11-05 00:53:10: Price=$3955.75, Position=No position, Balance=1001.97 USDC
2025-11-05 00:54:12: Price=$3957.70, Position=No position, Balance=1001.97 USDC
2025-11-05 00:55:12: Price=$3957.70, Position=No position, Balance=1001.97 USDC
2025-11-05 00:56:12: Price=$3957.70, Position=No position, Balance=1001.97 USDC
2025-11-05 00:57:14: Price=$3959.05, Position=No position, Balance=1001.97 USDC
2025-11-05 00:58:14: Price=$3959.05, Position=No position, Balance=1001.97 USDC
2025-11-05 00:59:14: Price=$3959.05, Position=No position, Balance=1001.97 USDC
2025-11-05 01:00:15: Price=$3960.30, Position=No position, Balance=1001.97 USDC
2025-11-05 01:01:15: Price=$3960.30, Position=No position, Balance=1001.97 USDC
2025-11-05 01:02:15: Price=$3960.30, Position=No position, Balance=1001.97 USDC
2025-11-05 01:03:17: Price=$3961.25, Position=No position, Balance=1001.97 USDC
2025-11-05 01:04:18: Price=$3961.25, Position=No position, Balance=1001.97 USDC
2025-11-05 01:05:18: Price=$3961.25, Position=No position, Balance=1001.97 USDC
2025-11-05 01:06:19: Price=$3958.75, Position=No position, Balance=1001.97 USDC
2025-11-05 01:07:19: Price=$3958.75, Position=No position, Balance=1001.97 USDC
2025-11-05 01:08:19: Price=$3958.75, Position=No position, Balance=1001.97 USDC
2025-11-05 01:09:21: Price=$3953.05, Position=No position, Balance=1001.97 USDC
2025-11-05 01:10:21: Price=$3953.05, Position=No position, Balance=1001.97 USDC
2025-11-05 01:11:21: Price=$3953.05, Position=No position, Balance=1001.97 USDC
2025-11-05 01:12:23: Price=$3953.10, Position=No position, Balance=1001.97 USDC
2025-11-05 01:13:23: Price=$3953.10, Position=No position, Balance=1001.97 USDC
2025-11-05 01:14:23: Price=$3953.10, Position=No position, Balance=1001.97 USDC
2025-11-05 01:15:25: Price=$3955.45, Position=No position, Balance=1001.97 USDC
2025-11-05 01:16:25: Price=$3955.45, Position=No position, Balance=1001.97 USDC
2025-11-05 01:17:25: Price=$3955.45, Position=No position, Balance=1001.97 USDC
2025-11-05 01:18:26: Price=$3952.85, Position=No position, Balance=1001.97 USDC
2025-11-05 01:19:26: Price=$3952.85, Position=No position, Balance=1001.97 USDC
2025-11-05 01:20:26: Price=$3952.85, Position=No position, Balance=1001.97 USDC
2025-11-05 01:21:28: Price=$3950.70, Position=No position, Balance=1001.97 USDC
2025-11-05 01:22:28: Price=$3950.70, Position=No position, Balance=1001.97 USDC
2025-11-05 01:23:28: Price=$3950.70, Position=No position, Balance=1001.97 USDC
2025-11-05 01:24:30: Price=$3952.35, Position=No position, Balance=1001.97 USDC
2025-11-05 01:25:30: Price=$3952.35, Position=No position, Balance=1001.97 USDC
2025-11-05 01:26:30: Price=$3952.35, Position=No position, Balance=1001.97 USDC
2025-11-05 01:27:31: Price=$3951.30, Position=No position, Balance=1001.97 USDC
2025-11-05 01:28:31: Price=$3951.30, Position=No position, Balance=1001.97 USDC
2025-11-05 01:29:31: Price=$3951.30, Position=No position, Balance=1001.97 USDC
2025-11-05 01:30:33: Price=$3951.10, Position=No position, Balance=1001.97 USDC
2025-11-05 01:31:33: Price=$3951.10, Position=No position, Balance=1001.97 USDC
2025-11-05 01:32:33: Price=$3951.10, Position=No position, Balance=1001.97 USDC
2025-11-05 01:33:34: Price=$3952.50, Position=No position, Balance=1001.97 USDC
2025-11-05 01:34:34: Price=$3952.50, Position=No position, Balance=1001.97 USDC
2025-11-05 01:35:34: Price=$3952.50, Position=No position, Balance=1001.97 USDC
2025-11-05 01:36:36: Price=$3949.95, Position=No position, Balance=1001.97 USDC
2025-11-05 01:37:36: Price=$3949.95, Position=No position, Balance=1001.97 USDC
2025-11-05 01:38:36: Price=$3949.95, Position=No position, Balance=1001.97 USDC
2025-11-05 01:39:38: Price=$3950.40, Position=No position, Balance=1001.97 USDC
2025-11-05 01:40:38: Price=$3950.40, Position=No position, Balance=1001.97 USDC
2025-11-05 01:41:38: Price=$3950.40, Position=No position, Balance=1001.97 USDC
2025-11-05 01:42:39: Price=$3949.65, Position=No position, Balance=1001.97 USDC
2025-11-05 01:43:39: Price=$3949.65, Position=No position, Balance=1001.97 USDC
2025-11-05 01:44:39: Price=$3949.65, Position=No position, Balance=1001.97 USDC
2025-11-05 01:45:41: Price=$3950.25, Position=No position, Balance=1001.97 USDC
2025-11-05 01:46:41: Price=$3950.25, Position=No position, Balance=1001.97 USDC
2025-11-05 01:47:41: Price=$3950.25, Position=No position, Balance=1001.97 USDC
2025-11-05 01:48:43: Price=$3951.60, Position=No position, Balance=1001.97 USDC
2025-11-05 01:49:43: Price=$3951.60, Position=No position, Balance=1001.97 USDC
2025-11-05 01:50:43: Price=$3951.60, Position=No position, Balance=1001.97 USDC
2025-11-05 01:51:44: Price=$3947.80, Position=No position, Balance=1001.97 USDC
2025-11-05 01:52:44: Price=$3947.80, Position=No position, Balance=1001.97 USDC
2025-11-05 01:53:44: Price=$3947.80, Position=No position, Balance=1001.97 USDC
2025-11-05 01:54:46: Price=$3945.90, Position=No position, Balance=1001.97 USDC
2025-11-05 01:55:46: Price=$3945.90, Position=No position, Balance=1001.97 USDC
2025-11-05 01:56:46: Price=$3945.90, Position=No position, Balance=1001.97 USDC
2025-11-05 01:57:47: Price=$3943.00, Position=No position, Balance=1001.97 USDC
2025-11-05 01:58:47: Price=$3943.00, Position=No position, Balance=1001.97 USDC
2025-11-05 01:59:47: Price=$3943.00, Position=No position, Balance=1001.97 USDC
2025-11-05 02:00:49: Price=$3944.55, Position=No position, Balance=1001.97 USDC
2025-11-05 02:01:49: Price=$3944.55, Position=No position, Balance=1001.97 USDC
2025-11-05 02:02:49: Price=$3944.55, Position=No position, Balance=1001.97 USDC
2025-11-05 02:03:51: Price=$3943.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:04:51: Price=$3943.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:05:51: Price=$3943.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:06:52: Price=$3940.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:07:52: Price=$3940.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:08:52: Price=$3940.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:09:54: Price=$3940.05, Position=No position, Balance=1001.97 USDC
2025-11-05 02:10:54: Price=$3940.05, Position=No position, Balance=1001.97 USDC
2025-11-05 02:11:54: Price=$3940.05, Position=No position, Balance=1001.97 USDC
2025-11-05 02:12:56: Price=$3941.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:13:56: Price=$3941.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:14:56: Price=$3941.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:15:58: Price=$3940.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:16:58: Price=$3940.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:17:58: Price=$3940.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:18:59: Price=$3937.80, Position=No position, Balance=1001.97 USDC
2025-11-05 02:19:59: Price=$3937.80, Position=No position, Balance=1001.97 USDC
2025-11-05 02:20:59: Price=$3937.80, Position=No position, Balance=1001.97 USDC
2025-11-05 02:22:01: Price=$3940.00, Position=No position, Balance=1001.97 USDC
2025-11-05 02:23:01: Price=$3940.00, Position=No position, Balance=1001.97 USDC
2025-11-05 02:24:01: Price=$3940.00, Position=No position, Balance=1001.97 USDC
2025-11-05 02:25:03: Price=$3938.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:26:03: Price=$3938.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:27:03: Price=$3938.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:28:05: Price=$3936.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:29:05: Price=$3936.65, Position=No position, Balance=1001.97 USDC
